idade,genero,estado,frequencia,combustivel,abastecimento,renda,posto,importancia,fidelidade-postos,aplicativo,motivo,conveniencia,classificacao
18-24 anos,Masculino,Piaui,Semanalmente,GNV,Completo as vezes,Principal fonte de renda,Ipiranga,Loja de Conveniência,Sim,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
18-24 anos,Feminino,Rio Grande do Sul,Semanalmente,GNV,Completo as vezes,Lazer,Ipiranga,Localização,Não,Conheço mas não utilizo,Descontos em abastecimento/serviços,Não,5
Mais de 50 anos,Feminino,Amazonas,2-4 vezes na semana,Elétrico,Completo as vezes,Locomoção para o trabalho,Ipiranga,Serviços Adicionais,Não,Utilizo outros,Cashback,Não,3
Mais de 50 anos,Feminino,Rio de Janeiro,Diariamente,GNV,Conforme o uso,Locomoção para o trabalho,Ipiranga,Serviços Adicionais,Sim,Conheço e utilizo,Descontos em abastecimento/serviços,Sim,5
36-49 anos,Feminino,Minas Gerais,Quinzenalmente,Elétrico,Completo as vezes,Principal fonte de renda,Ipiranga,Localização,Não,Utilizo outros,Cashback,Não,3
25-35 anos,Feminino,Distrito Federal,2-4 vezes na semana,Gasolina comum,Conforme o uso,Locomoção para o trabalho,Ipiranga,Qualidade do combustível,Sim,Conheço mas não utilizo,Cashback,Não,5
36-49 anos,Masculino,Maranhao,Quinzenalmente,Gasolina Aditivada,Conforme o uso,Principal fonte de renda,Ipiranga,Serviços Adicionais,Não,Não conheço,Descontos em abastecimento/serviços,Sim,5
Mais de 50 anos,Feminino,Espirito Santo,Quinzenalmente,Gasolina Aditivada,Sempre completo,Principal fonte de renda,Ipiranga,Loja de Conveniência,Sim,Utilizo outros,Cashback,Sim,3
25-35 anos,Feminino,Para,2-4 vezes na semana,Gasolina Aditivada,Completo as vezes,Principal fonte de renda,Ipiranga,Serviços Adicionais,Sim,Não conheço,Cashback,Sim,5
25-35 anos,Feminino,Sao Paulo,Quinzenalmente,Elétrico,Conforme o uso,Lazer,Ipiranga,Serviços Adicionais,Não,Não conheço,Cashback,Sim,5
18-24 anos,Feminino,Rio Grande do Sul,Quinzenalmente,Elétrico,Sempre completo,Lazer,Ipiranga,Loja de Conveniência,Não,Utilizo outros,Cashback,Não,5
36-49 anos,Masculino,Bahia,Quinzenalmente,Gasolina comum,Conforme o uso,Locomoção para o trabalho,Ipiranga,Serviços Adicionais,Sim,Utilizo outros,Cashback,Sim,5
18-24 anos,Masculino,Maranhao,Quinzenalmente,GNV,Conforme o uso,Principal fonte de renda,Ipiranga,Atendimento,Não,Não conheço,Não utilizo aplicativos/programas de fidelidade,Sim,5
Mais de 50 anos,Feminino,Bahia,Semanalmente,GNV,Conforme o uso,Principal fonte de renda,Ipiranga,Atendimento,Não,Não conheço,Descontos em abastecimento/serviços,Não,5
Mais de 50 anos,Feminino,Paraiba,Quinzenalmente,Elétrico,Completo as vezes,Principal fonte de renda,Ipiranga,Loja de Conveniência,Sim,Utilizo outros,Cashback,Não,5
Mais de 50 anos,Feminino,Rio de Janeiro,2-4 vezes na semana,Diesel,Conforme o uso,Locomoção para o trabalho,Ipiranga,Loja de Conveniência,Não,Utilizo outros,Descontos em abastecimento/serviços,Sim,5
36-49 anos,Feminino,Para,Diariamente,GNV,Conforme o uso,Locomoção para o trabalho,Ipiranga,Serviços Adicionais,Não,Não conheço,Cashback,Sim,3
36-49 anos,Masculino,Rio de Janeiro,Quinzenalmente,Elétrico,Conforme o uso,Principal fonte de renda,Ipiranga,Serviços Adicionais,Sim,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
18-24 anos,Feminino,Acre,Diariamente,Gasolina Aditivada,Completo as vezes,Locomoção para o trabalho,Ipiranga,Qualidade do combustível,Não,Utilizo outros,Cashback,Não,5
18-24 anos,Masculino,Bahia,Semanalmente,Gasolina comum,Conforme o uso,Principal fonte de renda,Ipiranga,Preço,Sim,Conheço e utilizo,Cashback,Não,5
18-24 anos,Feminino,Roraima,Quinzenalmente,GNV,Conforme o uso,Lazer,Ipiranga,Serviços Adicionais,Não,Não conheço,Cashback,Sim,4
25-35 anos,Feminino,Bahia,Diariamente,Gasolina comum,Completo as vezes,Principal fonte de renda,Ipiranga,Atendimento,Sim,Utilizo outros,Descontos em abastecimento/serviços,Sim,5
36-49 anos,Feminino,Santa Catarina,Semanalmente,Gasolina Aditivada,Conforme o uso,Lazer,Ipiranga,Serviços Adicionais,Sim,Conheço mas não utilizo,Cashback,Sim,5
25-35 anos,Feminino,Roraima,Quinzenalmente,Elétrico,Conforme o uso,Principal fonte de renda,Ipiranga,Serviços Adicionais,Sim,Conheço mas não utilizo,Descontos em abastecimento/serviços,Não,3
Mais de 50 anos,Feminino,Sao Paulo,Diariamente,Elétrico,Conforme o uso,Lazer,Ipiranga,Loja de Conveniência,Sim,Não conheço,Cashback,Não,5
36-49 anos,Masculino,Sao Paulo,Quinzenalmente,Gasolina Aditivada,Sempre completo,Locomoção para o trabalho,Ipiranga,Preço,Não,Não conheço,Descontos em abastecimento/serviços,Não,5
36-49 anos,Feminino,Roraima,Diariamente,Gasolina comum,Sempre completo,Principal fonte de renda,Ipiranga,Preço,Sim,Não conheço,Não utilizo aplicativos/programas de fidelidade,Não,5
36-49 anos,Feminino,Paraiba,Quinzenalmente,Elétrico,Completo as vezes,Lazer,Ipiranga,Serviços Adicionais,Não,Não conheço,Cashback,Sim,5
Mais de 50 anos,Masculino,Amapa,Diariamente,Elétrico,Completo as vezes,Locomoção para o trabalho,Ipiranga,Loja de Conveniência,Não,Utilizo outros,Cashback,Não,4
25-35 anos,Masculino,Distrito Federal,2-4 vezes na semana,Gasolina Aditivada,Conforme o uso,Principal fonte de renda,Ipiranga,Atendimento,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Sim,5
25-35 anos,Feminino,Sao Paulo,Quinzenalmente,GNV,Conforme o uso,Lazer,Ipiranga,Serviços Adicionais,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,4
36-49 anos,Feminino,Paraiba,2-4 vezes na semana,Elétrico,Sempre completo,Principal fonte de renda,Ipiranga,Qualidade do combustível,Sim,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Não,5
Mais de 50 anos,Feminino,Alagoas,Semanalmente,Elétrico,Sempre completo,Locomoção para o trabalho,Ipiranga,Serviços Adicionais,Não,Utilizo outros,Descontos em abastecimento/serviços,Sim,3
18-24 anos,Masculino,Goias,Quinzenalmente,Diesel,Sempre completo,Principal fonte de renda,Ipiranga,Loja de Conveniência,Não,Conheço e utilizo,Não utilizo aplicativos/programas de fidelidade,Não,3
Mais de 50 anos,Feminino,Santa Catarina,2-4 vezes na semana,Elétrico,Sempre completo,Lazer,Ipiranga,Serviços Adicionais,Não,Conheço e utilizo,Cashback,Não,5
25-35 anos,Masculino,Minas Gerais,Quinzenalmente,Elétrico,Conforme o uso,Principal fonte de renda,Ipiranga,Qualidade do combustível,Não,Conheço mas não utilizo,Cashback,Não,5
18-24 anos,Feminino,Santa Catarina,Diariamente,Elétrico,Conforme o uso,Locomoção para o trabalho,Ipiranga,Preço,Não,Não conheço,Não utilizo aplicativos/programas de fidelidade,Não,4
36-49 anos,Feminino,Alagoas,Semanalmente,Gasolina Aditivada,Sempre completo,Locomoção para o trabalho,Ipiranga,Serviços Adicionais,Não,Conheço e utilizo,Cashback,Sim,5
36-49 anos,Feminino,Distrito Federal,2-4 vezes na semana,Elétrico,Conforme o uso,Locomoção para o trabalho,Ipiranga,Loja de Conveniência,Sim,Conheço e utilizo,Descontos em abastecimento/serviços,Não,5
18-24 anos,Feminino,Paraiba,2-4 vezes na semana,Gasolina comum,Sempre completo,Principal fonte de renda,Ipiranga,Serviços Adicionais,Não,Conheço mas não utilizo,Cashback,Não,4
18-24 anos,Feminino,Rio de Janeiro,Diariamente,Diesel,Sempre completo,Principal fonte de renda,Ipiranga,Preço,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,3
36-49 anos,Feminino,Maranhao,Quinzenalmente,Etanol,Conforme o uso,Principal fonte de renda,Ipiranga,Qualidade do combustível,Sim,Utilizo outros,Descontos em abastecimento/serviços,Não,5
25-35 anos,Masculino,Rio de Janeiro,Quinzenalmente,Gasolina Aditivada,Conforme o uso,Principal fonte de renda,Ipiranga,Localização,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
Mais de 50 anos,Feminino,Rio de Janeiro,2-4 vezes na semana,Diesel,Sempre completo,Locomoção para o trabalho,Ipiranga,Serviços Adicionais,Não,Conheço e utilizo,Descontos em abastecimento/serviços,Não,5
Mais de 50 anos,Feminino,Rondonia,Quinzenalmente,GNV,Completo as vezes,Principal fonte de renda,Ipiranga,Loja de Conveniência,Não,Utilizo outros,Cashback,Não,5
36-49 anos,Feminino,Amapa,Quinzenalmente,Etanol,Conforme o uso,Locomoção para o trabalho,Ipiranga,Qualidade do combustível,Não,Não conheço,Descontos em abastecimento/serviços,Não,5
25-35 anos,Feminino,Roraima,Diariamente,Gasolina comum,Conforme o uso,Locomoção para o trabalho,Ipiranga,Serviços Adicionais,Não,Utilizo outros,Descontos em abastecimento/serviços,Sim,5
Mais de 50 anos,Masculino,Para,Quinzenalmente,Elétrico,Conforme o uso,Locomoção para o trabalho,Ipiranga,Loja de Conveniência,Não,Conheço e utilizo,Cashback,Não,5
18-24 anos,Masculino,Distrito Federal,Diariamente,Gasolina Aditivada,Completo as vezes,Principal fonte de renda,Ipiranga,Serviços Adicionais,Não,Utilizo outros,Descontos em abastecimento/serviços,Não,5
Mais de 50 anos,Masculino,Roraima,Semanalmente,Elétrico,Sempre completo,Principal fonte de renda,Ipiranga,Atendimento,Não,Conheço mas não utilizo,Descontos em abastecimento/serviços,Não,4
36-49 anos,Feminino,Maranhao,2-4 vezes na semana,GNV,Sempre completo,Principal fonte de renda,Ipiranga,Qualidade do combustível,Sim,Conheço mas não utilizo,Cashback,Não,4
Mais de 50 anos,Feminino,Espirito Santo,Quinzenalmente,Diesel,Conforme o uso,Locomoção para o trabalho,Ipiranga,Loja de Conveniência,Sim,Conheço e utilizo,Cashback,Não,3
25-35 anos,Feminino,Distrito Federal,Semanalmente,Diesel,Conforme o uso,Lazer,Ipiranga,Serviços Adicionais,Não,Conheço e utilizo,Cashback,Não,5
Mais de 50 anos,Masculino,Bahia,Semanalmente,Elétrico,Conforme o uso,Locomoção para o trabalho,Ipiranga,Loja de Conveniência,Não,Conheço mas não utilizo,Cashback,Não,5
18-24 anos,Feminino,Bahia,2-4 vezes na semana,Etanol,Completo as vezes,Principal fonte de renda,Ipiranga,Loja de Conveniência,Não,Utilizo outros,Cashback,Não,4
18-24 anos,Feminino,Mato Grosso do Sul,Semanalmente,Elétrico,Sempre completo,Principal fonte de renda,Ipiranga,Localização,Não,Não conheço,Não utilizo aplicativos/programas de fidelidade,Sim,4
25-35 anos,Feminino,Bahia,Quinzenalmente,Elétrico,Sempre completo,Locomoção para o trabalho,Ipiranga,Atendimento,Não,Não conheço,Cashback,Não,5
36-49 anos,Masculino,Sao Paulo,Semanalmente,Diesel,Conforme o uso,Locomoção para o trabalho,Ipiranga,Loja de Conveniência,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Sim,5
18-24 anos,Masculino,Rio de Janeiro,Diariamente,Etanol,Conforme o uso,Locomoção para o trabalho,Ipiranga,Loja de Conveniência,Não,Conheço mas não utilizo,Descontos em abastecimento/serviços,Não,5
18-24 anos,Feminino,Sergipe,Semanalmente,Gasolina Aditivada,Conforme o uso,Principal fonte de renda,Ipiranga,Qualidade do combustível,Sim,Utilizo outros,Descontos em abastecimento/serviços,Não,5
36-49 anos,Masculino,Pernambuco,2-4 vezes na semana,Gasolina comum,Sempre completo,Locomoção para o trabalho,Ipiranga,Localização,Sim,Utilizo outros,Descontos em abastecimento/serviços,Não,3
Mais de 50 anos,Feminino,Acre,2-4 vezes na semana,Gasolina Aditivada,Completo as vezes,Principal fonte de renda,Ipiranga,Localização,Não,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Sim,5
36-49 anos,Feminino,Rio de Janeiro,Diariamente,Elétrico,Sempre completo,Locomoção para o trabalho,Ipiranga,Localização,Não,Não conheço,Cashback,Não,5
36-49 anos,Feminino,Mato Grosso do Sul,2-4 vezes na semana,Elétrico,Completo as vezes,Principal fonte de renda,Ipiranga,Qualidade do combustível,Não,Conheço e utilizo,Descontos em abastecimento/serviços,Sim,4
18-24 anos,Feminino,Sao Paulo,2-4 vezes na semana,GNV,Conforme o uso,Principal fonte de renda,Ipiranga,Preço,Não,Utilizo outros,Descontos em abastecimento/serviços,Sim,5
Mais de 50 anos,Feminino,Parana,Diariamente,Diesel,Sempre completo,Locomoção para o trabalho,Ipiranga,Preço,Não,Conheço e utilizo,Cashback,Sim,5
Mais de 50 anos,Feminino,Ceara,Semanalmente,Gasolina comum,Conforme o uso,Lazer,Ipiranga,Atendimento,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
25-35 anos,Feminino,Rio de Janeiro,Quinzenalmente,GNV,Conforme o uso,Lazer,Ipiranga,Serviços Adicionais,Não,Utilizo outros,Descontos em abastecimento/serviços,Sim,4
Mais de 50 anos,Masculino,Para,Diariamente,Elétrico,Conforme o uso,Principal fonte de renda,Ipiranga,Qualidade do combustível,Sim,Utilizo outros,Descontos em abastecimento/serviços,Não,5
25-35 anos,Feminino,Alagoas,Quinzenalmente,GNV,Conforme o uso,Locomoção para o trabalho,Ipiranga,Serviços Adicionais,Não,Utilizo outros,Cashback,Não,5
18-24 anos,Feminino,Piaui,Semanalmente,Elétrico,Sempre completo,Principal fonte de renda,Ipiranga,Localização,Não,Utilizo outros,Cashback,Sim,3
18-24 anos,Feminino,Goias,Semanalmente,Gasolina comum,Sempre completo,Lazer,Ipiranga,Loja de Conveniência,Não,Conheço e utilizo,Cashback,Sim,5
Mais de 50 anos,Masculino,Santa Catarina,Quinzenalmente,Gasolina Aditivada,Conforme o uso,Lazer,Ipiranga,Localização,Não,Utilizo outros,Cashback,Não,5
Mais de 50 anos,Feminino,Sergipe,Diariamente,GNV,Completo as vezes,Principal fonte de renda,Ipiranga,Atendimento,Sim,Conheço e utilizo,Descontos em abastecimento/serviços,Não,5
Mais de 50 anos,Feminino,Sao Paulo,Quinzenalmente,Gasolina Aditivada,Conforme o uso,Principal fonte de renda,Ipiranga,Loja de Conveniência,Sim,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,4
Mais de 50 anos,Feminino,Rio de Janeiro,Diariamente,Diesel,Conforme o uso,Principal fonte de renda,Ipiranga,Localização,Sim,Conheço mas não utilizo,Cashback,Não,4
18-24 anos,Feminino,Acre,Semanalmente,Elétrico,Conforme o uso,Locomoção para o trabalho,Ipiranga,Loja de Conveniência,Não,Não conheço,Descontos em abastecimento/serviços,Sim,5
18-24 anos,Feminino,Maranhao,Diariamente,Gasolina comum,Conforme o uso,Lazer,Ipiranga,Serviços Adicionais,Não,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Não,5
36-49 anos,Feminino,Paraiba,Quinzenalmente,Etanol,Conforme o uso,Lazer,Ipiranga,Localização,Não,Não conheço,Cashback,Não,5
Mais de 50 anos,Masculino,Para,2-4 vezes na semana,Diesel,Completo as vezes,Locomoção para o trabalho,Ipiranga,Atendimento,Não,Utilizo outros,Descontos em abastecimento/serviços,Sim,4
Mais de 50 anos,Feminino,Piaui,Semanalmente,GNV,Sempre completo,Lazer,Ipiranga,Loja de Conveniência,Não,Utilizo outros,Cashback,Não,4
36-49 anos,Feminino,Goias,Quinzenalmente,GNV,Completo as vezes,Principal fonte de renda,Ipiranga,Preço,Não,Utilizo outros,Cashback,Não,5
25-35 anos,Feminino,Espirito Santo,Semanalmente,GNV,Sempre completo,Locomoção para o trabalho,Ipiranga,Serviços Adicionais,Não,Conheço e utilizo,Cashback,Não,5
Mais de 50 anos,Feminino,Rio de Janeiro,Diariamente,Elétrico,Conforme o uso,Lazer,Ipiranga,Atendimento,Não,Utilizo outros,Cashback,Não,5
25-35 anos,Feminino,Santa Catarina,Semanalmente,Elétrico,Completo as vezes,Principal fonte de renda,Ipiranga,Serviços Adicionais,Não,Utilizo outros,Cashback,Não,5
18-24 anos,Feminino,Minas Gerais,2-4 vezes na semana,Elétrico,Completo as vezes,Locomoção para o trabalho,Ipiranga,Qualidade do combustível,Sim,Não conheço,Não utilizo aplicativos/programas de fidelidade,Não,3
Mais de 50 anos,Masculino,Amazonas,Diariamente,Gasolina Aditivada,Conforme o uso,Lazer,Ipiranga,Loja de Conveniência,Sim,Não conheço,Cashback,Não,3
36-49 anos,Feminino,Mato Grosso do Sul,Quinzenalmente,Diesel,Sempre completo,Principal fonte de renda,Ipiranga,Serviços Adicionais,Sim,Utilizo outros,Descontos em abastecimento/serviços,Não,5
Mais de 50 anos,Masculino,Santa Catarina,Quinzenalmente,Elétrico,Conforme o uso,Principal fonte de renda,Ipiranga,Serviços Adicionais,Não,Não conheço,Cashback,Não,3
36-49 anos,Feminino,Bahia,Diariamente,GNV,Conforme o uso,Principal fonte de renda,Ipiranga,Atendimento,Não,Conheço mas não utilizo,Descontos em abastecimento/serviços,Sim,5
Mais de 50 anos,Masculino,Bahia,Quinzenalmente,Elétrico,Completo as vezes,Locomoção para o trabalho,Ipiranga,Serviços Adicionais,Não,Utilizo outros,Cashback,Sim,5
36-49 anos,Feminino,Alagoas,2-4 vezes na semana,GNV,Sempre completo,Principal fonte de renda,Ipiranga,Qualidade do combustível,Não,Utilizo outros,Cashback,Não,5
36-49 anos,Feminino,Amazonas,Quinzenalmente,Diesel,Sempre completo,Principal fonte de renda,Ipiranga,Qualidade do combustível,Não,Conheço e utilizo,Cashback,Não,5
Mais de 50 anos,Masculino,Espirito Santo,2-4 vezes na semana,GNV,Completo as vezes,Locomoção para o trabalho,Ipiranga,Atendimento,Não,Utilizo outros,Descontos em abastecimento/serviços,Não,5
36-49 anos,Masculino,Alagoas,2-4 vezes na semana,Elétrico,Sempre completo,Principal fonte de renda,Ipiranga,Localização,Não,Não conheço,Cashback,Sim,5
25-35 anos,Feminino,Rio de Janeiro,Quinzenalmente,Gasolina comum,Conforme o uso,Principal fonte de renda,Ipiranga,Serviços Adicionais,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
Mais de 50 anos,Feminino,Santa Catarina,Quinzenalmente,Gasolina comum,Conforme o uso,Principal fonte de renda,Ipiranga,Serviços Adicionais,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
Mais de 50 anos,Feminino,Bahia,Quinzenalmente,Etanol,Sempre completo,Lazer,Ipiranga,Serviços Adicionais,Não,Não conheço,Cashback,Não,5
Mais de 50 anos,Feminino,Roraima,Quinzenalmente,Gasolina Aditivada,Completo as vezes,Lazer,Ipiranga,Atendimento,Não,Utilizo outros,Cashback,Não,5
Mais de 50 anos,Feminino,Rio Grande do Sul,Semanalmente,Diesel,Conforme o uso,Locomoção para o trabalho,Ipiranga,Qualidade do combustível,Não,Não conheço,Cashback,Sim,5
Mais de 50 anos,Feminino,Minas Gerais,Semanalmente,Elétrico,Conforme o uso,Principal fonte de renda,Ipiranga,Localização,Sim,Conheço e utilizo,Descontos em abastecimento/serviços,Sim,5
18-24 anos,Feminino,Parana,Quinzenalmente,Diesel,Conforme o uso,Locomoção para o trabalho,Ipiranga,Serviços Adicionais,Não,Utilizo outros,Descontos em abastecimento/serviços,Não,5
18-24 anos,Masculino,Pernambuco,Quinzenalmente,Gasolina comum,Completo as vezes,Principal fonte de renda,Ipiranga,Atendimento,Não,Conheço e utilizo,Descontos em abastecimento/serviços,Não,5
Mais de 50 anos,Feminino,Maranhao,2-4 vezes na semana,Elétrico,Conforme o uso,Lazer,Ipiranga,Localização,Sim,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Sim,5
25-35 anos,Masculino,Bahia,Quinzenalmente,Gasolina comum,Completo as vezes,Lazer,Ipiranga,Localização,Não,Utilizo outros,Cashback,Sim,3
18-24 anos,Feminino,Distrito Federal,2-4 vezes na semana,Elétrico,Completo as vezes,Locomoção para o trabalho,Ipiranga,Localização,Não,Conheço mas não utilizo,Cashback,Não,3
25-35 anos,Feminino,Distrito Federal,Semanalmente,Etanol,Completo as vezes,Lazer,Ipiranga,Serviços Adicionais,Não,Não conheço,Cashback,Não,3
36-49 anos,Feminino,Roraima,Quinzenalmente,Gasolina Aditivada,Conforme o uso,Principal fonte de renda,Ipiranga,Atendimento,Não,Utilizo outros,Cashback,Sim,5
